healthy_index,healthy_path,healthy_stem,label_global_index,label_path,label_stem,case_dir,center,crop_bounds,used_label_crop_voxels,final_label_voxels
346,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI048-HH-1326-T1_preprocessed.nii.gz,IXI048-HH-1326-T1,1124,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02782-100-seg.nii.gz,BraTS-GLI-02782-100,data\IXI_GLI\IXI048-HH-1326-T1__BraTS-GLI-02782-100,"[171, 201, 90]","{""x_min"": 123, ""x_max"": 219, ""y_min"": 153, ""y_max"": 249, ""z_min"": 42, ""z_max"": 138}",11667,11667
347,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI418-Guys-0956-T1_preprocessed.nii.gz,IXI418-Guys-0956-T1,1128,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02987-100-seg.nii.gz,BraTS-GLI-02987-100,data\IXI_GLI\IXI418-Guys-0956-T1__BraTS-GLI-02987-100,"[186, 90, 145]","{""x_min"": 138, ""x_max"": 234, ""y_min"": 42, ""y_max"": 138, ""z_min"": 97, ""z_max"": 193}",62230,62230
348,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI640-Guys-1106-T1_preprocessed.nii.gz,IXI640-Guys-1106-T1,1129,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02623-101-seg.nii.gz,BraTS-GLI-02623-101,data\IXI_GLI\IXI640-Guys-1106-T1__BraTS-GLI-02623-101,"[92, 93, 82]","{""x_min"": 44, ""x_max"": 140, ""y_min"": 45, ""y_max"": 141, ""z_min"": 34, ""z_max"": 130}",951,951
349,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI368-Guys-0916-T1_preprocessed.nii.gz,IXI368-Guys-0916-T1,1131,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02285-100-seg.nii.gz,BraTS-GLI-02285-100,data\IXI_GLI\IXI368-Guys-0916-T1__BraTS-GLI-02285-100,"[103, 129, 180]","{""x_min"": 55, ""x_max"": 151, ""y_min"": 81, ""y_max"": 177, ""z_min"": 132, ""z_max"": 228}",13611,13611
350,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI050-Guys-0711-T1_preprocessed.nii.gz,IXI050-Guys-0711-T1,1132,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02636-100-seg.nii.gz,BraTS-GLI-02636-100,data\IXI_GLI\IXI050-Guys-0711-T1__BraTS-GLI-02636-100,"[125, 118, 158]","{""x_min"": 77, ""x_max"": 173, ""y_min"": 70, ""y_max"": 166, ""z_min"": 110, ""z_max"": 206}",9044,9044
351,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI014-HH-1236-T1_preprocessed.nii.gz,IXI014-HH-1236-T1,1133,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02248-101-seg.nii.gz,BraTS-GLI-02248-101,data\IXI_GLI\IXI014-HH-1236-T1__BraTS-GLI-02248-101,"[164, 202, 108]","{""x_min"": 116, ""x_max"": 212, ""y_min"": 154, ""y_max"": 250, ""z_min"": 60, ""z_max"": 156}",17395,17395
352,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI519-HH-2240-T1_preprocessed.nii.gz,IXI519-HH-2240-T1,1134,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02736-100-seg.nii.gz,BraTS-GLI-02736-100,data\IXI_GLI\IXI519-HH-2240-T1__BraTS-GLI-02736-100,"[132, 81, 50]","{""x_min"": 84, ""x_max"": 180, ""y_min"": 33, ""y_max"": 129, ""z_min"": 2, ""z_max"": 98}",6774,6774
353,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI401-Guys-0978-T1_preprocessed.nii.gz,IXI401-Guys-0978-T1,1135,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02965-100-seg.nii.gz,BraTS-GLI-02965-100,data\IXI_GLI\IXI401-Guys-0978-T1__BraTS-GLI-02965-100,"[117, 92, 158]","{""x_min"": 69, ""x_max"": 165, ""y_min"": 44, ""y_max"": 140, ""z_min"": 110, ""z_max"": 206}",33293,33293
354,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI563-IOP-1153-T1_preprocessed.nii.gz,IXI563-IOP-1153-T1,1137,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02267-101-seg.nii.gz,BraTS-GLI-02267-101,data\IXI_GLI\IXI563-IOP-1153-T1__BraTS-GLI-02267-101,"[158, 181, 145]","{""x_min"": 110, ""x_max"": 206, ""y_min"": 133, ""y_max"": 229, ""z_min"": 97, ""z_max"": 193}",31914,31914
355,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI493-Guys-1007-T1_preprocessed.nii.gz,IXI493-Guys-1007-T1,1138,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02103-100-seg.nii.gz,BraTS-GLI-02103-100,data\IXI_GLI\IXI493-Guys-1007-T1__BraTS-GLI-02103-100,"[141, 85, 81]","{""x_min"": 93, ""x_max"": 189, ""y_min"": 37, ""y_max"": 133, ""z_min"": 33, ""z_max"": 129}",29966,29966
356,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI340-IOP-0915-T1_preprocessed.nii.gz,IXI340-IOP-0915-T1,1139,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02988-100-seg.nii.gz,BraTS-GLI-02988-100,data\IXI_GLI\IXI340-IOP-0915-T1__BraTS-GLI-02988-100,"[120, 112, 64]","{""x_min"": 72, ""x_max"": 168, ""y_min"": 64, ""y_max"": 160, ""z_min"": 16, ""z_max"": 112}",28000,28000
357,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI022-Guys-0701-T1_preprocessed.nii.gz,IXI022-Guys-0701-T1,1140,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02363-100-seg.nii.gz,BraTS-GLI-02363-100,data\IXI_GLI\IXI022-Guys-0701-T1__BraTS-GLI-02363-100,"[66, 80, 73]","{""x_min"": 18, ""x_max"": 114, ""y_min"": 32, ""y_max"": 128, ""z_min"": 25, ""z_max"": 121}",8514,8514
358,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI198-Guys-0803-T1_preprocessed.nii.gz,IXI198-Guys-0803-T1,1142,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02244-103-seg.nii.gz,BraTS-GLI-02244-103,data\IXI_GLI\IXI198-Guys-0803-T1__BraTS-GLI-02244-103,"[106, 55, 113]","{""x_min"": 58, ""x_max"": 154, ""y_min"": 7, ""y_max"": 103, ""z_min"": 65, ""z_max"": 161}",60360,60360
359,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI500-Guys-1017-T1_preprocessed.nii.gz,IXI500-Guys-1017-T1,1143,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02169-102-seg.nii.gz,BraTS-GLI-02169-102,data\IXI_GLI\IXI500-Guys-1017-T1__BraTS-GLI-02169-102,"[144, 130, 147]","{""x_min"": 96, ""x_max"": 192, ""y_min"": 82, ""y_max"": 178, ""z_min"": 99, ""z_max"": 195}",77550,77550
360,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI132-HH-1415-T1_preprocessed.nii.gz,IXI132-HH-1415-T1,1146,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02605-100-seg.nii.gz,BraTS-GLI-02605-100,data\IXI_GLI\IXI132-HH-1415-T1__BraTS-GLI-02605-100,"[130, 104, 115]","{""x_min"": 82, ""x_max"": 178, ""y_min"": 56, ""y_max"": 152, ""z_min"": 67, ""z_max"": 163}",54444,54444
361,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI534-Guys-1062-T1_preprocessed.nii.gz,IXI534-Guys-1062-T1,1148,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02149-102-seg.nii.gz,BraTS-GLI-02149-102,data\IXI_GLI\IXI534-Guys-1062-T1__BraTS-GLI-02149-102,"[156, 102, 171]","{""x_min"": 108, ""x_max"": 204, ""y_min"": 54, ""y_max"": 150, ""z_min"": 123, ""z_max"": 219}",16338,16338
362,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI075-Guys-0754-T1_preprocessed.nii.gz,IXI075-Guys-0754-T1,1150,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03054-100-seg.nii.gz,BraTS-GLI-03054-100,data\IXI_GLI\IXI075-Guys-0754-T1__BraTS-GLI-03054-100,"[151, 150, 110]","{""x_min"": 103, ""x_max"": 199, ""y_min"": 102, ""y_max"": 198, ""z_min"": 62, ""z_max"": 158}",85219,85219
363,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI262-HH-1861-T1_preprocessed.nii.gz,IXI262-HH-1861-T1,1154,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02973-101-seg.nii.gz,BraTS-GLI-02973-101,data\IXI_GLI\IXI262-HH-1861-T1__BraTS-GLI-02973-101,"[189, 112, 82]","{""x_min"": 141, ""x_max"": 237, ""y_min"": 64, ""y_max"": 160, ""z_min"": 34, ""z_max"": 130}",14165,14165
364,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI300-Guys-0880-T1_preprocessed.nii.gz,IXI300-Guys-0880-T1,1155,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02649-100-seg.nii.gz,BraTS-GLI-02649-100,data\IXI_GLI\IXI300-Guys-0880-T1__BraTS-GLI-02649-100,"[71, 83, 122]","{""x_min"": 23, ""x_max"": 119, ""y_min"": 35, ""y_max"": 131, ""z_min"": 74, ""z_max"": 170}",20851,20851
365,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI572-HH-2605-T1_preprocessed.nii.gz,IXI572-HH-2605-T1,1156,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02093-107-seg.nii.gz,BraTS-GLI-02093-107,data\IXI_GLI\IXI572-HH-2605-T1__BraTS-GLI-02093-107,"[148, 142, 96]","{""x_min"": 100, ""x_max"": 196, ""y_min"": 94, ""y_max"": 190, ""z_min"": 48, ""z_max"": 144}",67363,67363
366,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI456-Guys-1019-T1_preprocessed.nii.gz,IXI456-Guys-1019-T1,1157,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02334-100-seg.nii.gz,BraTS-GLI-02334-100,data\IXI_GLI\IXI456-Guys-1019-T1__BraTS-GLI-02334-100,"[164, 145, 175]","{""x_min"": 116, ""x_max"": 212, ""y_min"": 97, ""y_max"": 193, ""z_min"": 127, ""z_max"": 223}",18096,18096
367,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI378-IOP-0972-T1_preprocessed.nii.gz,IXI378-IOP-0972-T1,1161,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02219-101-seg.nii.gz,BraTS-GLI-02219-101,data\IXI_GLI\IXI378-IOP-0972-T1__BraTS-GLI-02219-101,"[148, 58, 137]","{""x_min"": 100, ""x_max"": 196, ""y_min"": 10, ""y_max"": 106, ""z_min"": 89, ""z_max"": 185}",19129,19129
368,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI389-Guys-0930-T1_preprocessed.nii.gz,IXI389-Guys-0930-T1,1162,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03009-101-seg.nii.gz,BraTS-GLI-03009-101,data\IXI_GLI\IXI389-Guys-0930-T1__BraTS-GLI-03009-101,"[144, 58, 129]","{""x_min"": 96, ""x_max"": 192, ""y_min"": 10, ""y_max"": 106, ""z_min"": 81, ""z_max"": 177}",36096,36096
369,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI541-IOP-1146-T1_preprocessed.nii.gz,IXI541-IOP-1146-T1,1168,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02610-100-seg.nii.gz,BraTS-GLI-02610-100,data\IXI_GLI\IXI541-IOP-1146-T1__BraTS-GLI-02610-100,"[58, 147, 79]","{""x_min"": 10, ""x_max"": 106, ""y_min"": 99, ""y_max"": 195, ""z_min"": 31, ""z_max"": 127}",22762,22762
370,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI621-Guys-1100-T1_preprocessed.nii.gz,IXI621-Guys-1100-T1,1169,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02246-100-seg.nii.gz,BraTS-GLI-02246-100,data\IXI_GLI\IXI621-Guys-1100-T1__BraTS-GLI-02246-100,"[141, 81, 147]","{""x_min"": 93, ""x_max"": 189, ""y_min"": 33, ""y_max"": 129, ""z_min"": 99, ""z_max"": 195}",10211,10211
371,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI411-Guys-0959-T1_preprocessed.nii.gz,IXI411-Guys-0959-T1,1171,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02773-101-seg.nii.gz,BraTS-GLI-02773-101,data\IXI_GLI\IXI411-Guys-0959-T1__BraTS-GLI-02773-101,"[87, 151, 160]","{""x_min"": 39, ""x_max"": 135, ""y_min"": 103, ""y_max"": 199, ""z_min"": 112, ""z_max"": 208}",51061,51061
372,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI117-Guys-0763-T1_preprocessed.nii.gz,IXI117-Guys-0763-T1,1174,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02062-104-seg.nii.gz,BraTS-GLI-02062-104,data\IXI_GLI\IXI117-Guys-0763-T1__BraTS-GLI-02062-104,"[130, 61, 134]","{""x_min"": 82, ""x_max"": 178, ""y_min"": 13, ""y_max"": 109, ""z_min"": 86, ""z_max"": 182}",26942,26942
373,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI399-Guys-0966-T1_preprocessed.nii.gz,IXI399-Guys-0966-T1,1180,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02651-100-seg.nii.gz,BraTS-GLI-02651-100,data\IXI_GLI\IXI399-Guys-0966-T1__BraTS-GLI-02651-100,"[147, 163, 163]","{""x_min"": 99, ""x_max"": 195, ""y_min"": 115, ""y_max"": 211, ""z_min"": 115, ""z_max"": 211}",70033,70033
374,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI588-IOP-1158-T1_preprocessed.nii.gz,IXI588-IOP-1158-T1,1184,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02116-101-seg.nii.gz,BraTS-GLI-02116-101,data\IXI_GLI\IXI588-IOP-1158-T1__BraTS-GLI-02116-101,"[86, 133, 64]","{""x_min"": 38, ""x_max"": 134, ""y_min"": 85, ""y_max"": 181, ""z_min"": 16, ""z_max"": 112}",94624,94624
375,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI453-HH-2214-T1_preprocessed.nii.gz,IXI453-HH-2214-T1,1185,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02547-100-seg.nii.gz,BraTS-GLI-02547-100,data\IXI_GLI\IXI453-HH-2214-T1__BraTS-GLI-02547-100,"[103, 110, 161]","{""x_min"": 55, ""x_max"": 151, ""y_min"": 62, ""y_max"": 158, ""z_min"": 113, ""z_max"": 209}",10275,10275
376,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI547-IOP-1149-T1_preprocessed.nii.gz,IXI547-IOP-1149-T1,1189,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02635-100-seg.nii.gz,BraTS-GLI-02635-100,data\IXI_GLI\IXI547-IOP-1149-T1__BraTS-GLI-02635-100,"[171, 68, 77]","{""x_min"": 123, ""x_max"": 219, ""y_min"": 20, ""y_max"": 116, ""z_min"": 29, ""z_max"": 125}",6865,6865
377,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI542-IOP-1147-T1_preprocessed.nii.gz,IXI542-IOP-1147-T1,1193,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02147-100-seg.nii.gz,BraTS-GLI-02147-100,data\IXI_GLI\IXI542-IOP-1147-T1__BraTS-GLI-02147-100,"[121, 91, 165]","{""x_min"": 73, ""x_max"": 169, ""y_min"": 43, ""y_max"": 139, ""z_min"": 117, ""z_max"": 213}",34963,34963
378,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI353-HH-1996-T1_preprocessed.nii.gz,IXI353-HH-1996-T1,1196,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02267-100-seg.nii.gz,BraTS-GLI-02267-100,data\IXI_GLI\IXI353-HH-1996-T1__BraTS-GLI-02267-100,"[125, 105, 167]","{""x_min"": 77, ""x_max"": 173, ""y_min"": 57, ""y_max"": 153, ""z_min"": 119, ""z_max"": 215}",137702,137702
379,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI495-Guys-1009-T1_preprocessed.nii.gz,IXI495-Guys-1009-T1,1199,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02154-101-seg.nii.gz,BraTS-GLI-02154-101,data\IXI_GLI\IXI495-Guys-1009-T1__BraTS-GLI-02154-101,"[151, 136, 168]","{""x_min"": 103, ""x_max"": 199, ""y_min"": 88, ""y_max"": 184, ""z_min"": 120, ""z_max"": 216}",121156,121156
380,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI536-Guys-1059-T1_preprocessed.nii.gz,IXI536-Guys-1059-T1,1208,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02994-101-seg.nii.gz,BraTS-GLI-02994-101,data\IXI_GLI\IXI536-Guys-1059-T1__BraTS-GLI-02994-101,"[102, 119, 113]","{""x_min"": 54, ""x_max"": 150, ""y_min"": 71, ""y_max"": 167, ""z_min"": 65, ""z_max"": 161}",60945,60945
381,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI099-Guys-0748-T1_preprocessed.nii.gz,IXI099-Guys-0748-T1,1209,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02141-100-seg.nii.gz,BraTS-GLI-02141-100,data\IXI_GLI\IXI099-Guys-0748-T1__BraTS-GLI-02141-100,"[156, 55, 146]","{""x_min"": 108, ""x_max"": 204, ""y_min"": 7, ""y_max"": 103, ""z_min"": 98, ""z_max"": 194}",46447,46447
382,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI653-Guys-1122-T1_preprocessed.nii.gz,IXI653-Guys-1122-T1,1211,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02355-100-seg.nii.gz,BraTS-GLI-02355-100,data\IXI_GLI\IXI653-Guys-1122-T1__BraTS-GLI-02355-100,"[186, 122, 109]","{""x_min"": 138, ""x_max"": 234, ""y_min"": 74, ""y_max"": 170, ""z_min"": 61, ""z_max"": 157}",124008,124008
383,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI277-HH-1770-T1_preprocessed.nii.gz,IXI277-HH-1770-T1,1215,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02803-101-seg.nii.gz,BraTS-GLI-02803-101,data\IXI_GLI\IXI277-HH-1770-T1__BraTS-GLI-02803-101,"[95, 97, 151]","{""x_min"": 47, ""x_max"": 143, ""y_min"": 49, ""y_max"": 145, ""z_min"": 103, ""z_max"": 199}",59339,59339
384,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI383-HH-2099-T1_preprocessed.nii.gz,IXI383-HH-2099-T1,1217,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02244-102-seg.nii.gz,BraTS-GLI-02244-102,data\IXI_GLI\IXI383-HH-2099-T1__BraTS-GLI-02244-102,"[82, 172, 145]","{""x_min"": 34, ""x_max"": 130, ""y_min"": 124, ""y_max"": 220, ""z_min"": 97, ""z_max"": 193}",61631,61631
385,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI079-HH-1388-T1_preprocessed.nii.gz,IXI079-HH-1388-T1,1218,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02238-103-seg.nii.gz,BraTS-GLI-02238-103,data\IXI_GLI\IXI079-HH-1388-T1__BraTS-GLI-02238-103,"[170, 70, 85]","{""x_min"": 122, ""x_max"": 218, ""y_min"": 22, ""y_max"": 118, ""z_min"": 37, ""z_max"": 133}",57871,57871
386,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI078-Guys-0751-T1_preprocessed.nii.gz,IXI078-Guys-0751-T1,1219,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-03007-100-seg.nii.gz,BraTS-GLI-03007-100,data\IXI_GLI\IXI078-Guys-0751-T1__BraTS-GLI-03007-100,"[172, 99, 67]","{""x_min"": 124, ""x_max"": 220, ""y_min"": 51, ""y_max"": 147, ""z_min"": 19, ""z_max"": 115}",20120,20120
387,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI309-IOP-0897-T1_preprocessed.nii.gz,IXI309-IOP-0897-T1,1221,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02837-100-seg.nii.gz,BraTS-GLI-02837-100,data\IXI_GLI\IXI309-IOP-0897-T1__BraTS-GLI-02837-100,"[130, 99, 157]","{""x_min"": 82, ""x_max"": 178, ""y_min"": 51, ""y_max"": 147, ""z_min"": 109, ""z_max"": 205}",3112,3112
388,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI049-HH-1358-T1_preprocessed.nii.gz,IXI049-HH-1358-T1,1224,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02952-100-seg.nii.gz,BraTS-GLI-02952-100,data\IXI_GLI\IXI049-HH-1358-T1__BraTS-GLI-02952-100,"[127, 195, 97]","{""x_min"": 79, ""x_max"": 175, ""y_min"": 147, ""y_max"": 243, ""z_min"": 49, ""z_max"": 145}",36272,36272
389,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI284-HH-2354-T1_preprocessed.nii.gz,IXI284-HH-2354-T1,1227,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02247-102-seg.nii.gz,BraTS-GLI-02247-102,data\IXI_GLI\IXI284-HH-2354-T1__BraTS-GLI-02247-102,"[133, 160, 135]","{""x_min"": 85, ""x_max"": 181, ""y_min"": 112, ""y_max"": 208, ""z_min"": 87, ""z_max"": 183}",24830,24830
390,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\preprocessed\preprocessedGliGAN\IXI\IXI420-Guys-1028-T1_preprocessed.nii.gz,IXI420-Guys-1028-T1,1228,C:\Users\P102179\OneDrive - Amsterdam UMC\Bureaublad\storage\raw\CM_BraTS_Masks\BraTS-GLI-02547-102-seg.nii.gz,BraTS-GLI-02547-102,data\IXI_GLI\IXI420-Guys-1028-T1__BraTS-GLI-02547-102,"[106, 134, 107]","{""x_min"": 58, ""x_max"": 154, ""y_min"": 86, ""y_max"": 182, ""z_min"": 59, ""z_max"": 155}",87867,87867
